htid,year,bib_fmt,stratum,title,description
osu.32435053092383,1955,SE,serial,Field and stream.,v.59Mar 1955
osu.32435023366842,1955,SE,serial,Field and stream.,v.60May-Oct 1955
uc1.c2552345,1956,SE,serial,Field and stream.,v.61:1-6 1956 MAY- OCT
osu.32435023366826,1956,SE,serial,Field and stream.,v.61May-Oct 1956
iau.31858033763826,1956,SE,serial,Field and stream.,v.60 May 1955-Apr. 1956
uc1.c2552346,1957,SE,serial,Field and stream.,v.61:7-12 (Nov 1956-Apr 1957)
osu.32435023366800,1957,SE,serial,Field and stream.,v.62May-Oct 1957
iau.31858033763834,1957,SE,serial,Field and stream.,v.61 May 1956-Apr. 1957
uc1.c2552349,1958,SE,serial,Field and stream.,v.63:1-6 1958  MAY- OCT
iau.31858033763842,1958,SE,serial,Field and stream.,v.62 May 1957-Apr. 1958
uc1.c2552238,1959,SE,serial,Field and stream.,v.63:7-12 1958  NOV.-1959  APR
osu.32435023366792,1959,SE,serial,Field and stream.,v.63 1958-1959
iau.31858033763859,1959,SE,serial,Field and stream.,v.63 May 1958-Apr. 1959
coo.31924053805523,1959,SE,serial,Field and stream.,v.63 1958-1959
uc1.c2552240,1960,SE,serial,Field and stream.,v.64:7-12 1959  NOV.-1960  APR
uc1.c2552241,1960,SE,serial,Field and stream.,v.65:1-6 (May-Oct 1960)
iau.31858033763867,1960,SE,serial,Field and stream.,v.64 May 1959-Apr. 1960
coo.31924053805614,1960,SE,serial,Field and stream.,v.65 May-Oct. 1960
osu.32435023366750,1961,SE,serial,Field and stream.,v.66May-Oct 1961
iau.31858033763875,1961,SE,serial,Field and stream.,v.65 May 1960-Apr. 1961
coo.31924053805689,1961,SE,serial,Field and stream.,v.65 Nov. 1960-Apr. 1961
uc1.c2552244,1962,SE,serial,Field and stream.,v.66:7-12 1961  NOV.-1962  APR
osu.32435023366768,1962,SE,serial,Field and stream.,v.66Nov-Apr 1961-1962
osu.32435023366735,1962,SE,serial,Field and stream.,v.67May-Oct 1962
iau.31858071220036,1962,SE,serial,Field and stream.,v.66 May 1961-Apr. 1962
coo.31924053805705,1962,SE,serial,Field and stream.,v.67 May-Oct. 1962
mdp.39015079965169,1963,SE,serial,Field and stream.,v.67 1962-1963
coo.31924053805622,1963,SE,serial,Field and stream.,v.67 Nov. 1962-Apr. 1963
coo.31924053805713,1963,SE,serial,Field and stream.,v.68 May-Oct. 1963
mdp.39015079964857,1964,SE,serial,Field and stream.,v.68 1963-1964
mdp.39015079965003,1965,SE,serial,Field and stream.,v.69 1964-1965
mdp.39015079965151,1965,SE,serial,Field and stream.,v.70 1965 May-Oct
mdp.39015079964840,1966,SE,serial,Field and stream.,v.70 1965-1966 Nov-Apr
mdp.39015079964832,1966,SE,serial,Field and stream.,v.71 1966 May-Oct
mdp.39015079964824,1967,SE,serial,Field and stream.,v.71 1966-1967 Nov-Apr
mdp.39015079964816,1968,SE,serial,Field and stream.,v.72 1967-1968
mdp.39015079964808,1968,SE,serial,Field and stream.,v.72 1968 no.1-6
mdp.39015079964956,1969,SE,serial,Field and stream.,v.73 1968-1969 no.7-12
mdp.39015014124658,1970,SE,serial,Field and stream.,"v.75 1970 May-Sep,Dec"
mdp.39015079964964,1970,SE,serial,Field and stream.,v.74 1969-1970 no.7-12
mdp.39015079964972,1971,SE,serial,Field and stream.,v.75 1970-1971 no.7-12
mdp.39015051108010,1972,SE,serial,Field and stream.,v.76 no.7-12 1971-1972
mdp.39015038666353,1972,SE,serial,Field and stream.,v.77 1972
mdp.39015038826924,1973,SE,serial,Field and stream.,v.78 1973 Feb-Nov
mdp.39015020536622,1979,SE,serial,Field and stream.,v.83 1978-1979
coo.31924053805762,1980,SE,serial,Field and stream.,v.85 May-Oct. 1980
osu.32435018816991,1944,SE,serial,Hunting and fishing combined with national sportsman.,v.21 1944
osu.32435018816967,1947,SE,serial,Hunting and fishing combined with national sportsman.,v.24 1947
osu.32435018816959,1948,SE,serial,Hunting and fishing combined with national sportsman.,v.25 1948
osu.32435018816942,1949,SE,serial,Hunting and fishing combined with national sportsman.,v.26 1949
osu.32435018816918,1952,SE,serial,Hunting and fishing combined with national sportsman.,v.29 1952
osu.32435018816900,1953,SE,serial,Hunting and fishing combined with national sportsman.,v.30 1953
nyp.33433000735591,1931,SE,serial,Hunting and fishing.,v. 8 (1931)
nyp.33433000735609,1932,SE,serial,Hunting and fishing.,v. 9 (1932)
nyp.33433000735617,1933,SE,serial,Hunting and fishing.,v. 10 (1933)
nyp.33433000735625,1934,SE,serial,Hunting and fishing.,v. 11 (1934)
nyp.33433000735633,1935,SE,serial,Hunting and fishing.,v. 12 (1935)
nyp.33433000735641,1936,SE,serial,Hunting and fishing.,v. 13 (1936)
nyp.33433000735658,1937,SE,serial,Hunting and fishing.,v. 14 (1937)
nyp.33433000735666,1938,SE,serial,Hunting and fishing.,v. 15 (1938)
osu.32435018817023,1939,SE,serial,Hunting and fishing.,v.15-16 1938-1939
nyp.33433000735674,1939,SE,serial,Hunting and fishing.,v. 16 (1939)
osu.32435018817015,1941,SE,serial,Hunting and fishing.,v.17-18 1940-1941
osu.32435018817007,1943,SE,serial,Hunting and fishing.,v.19-20 1942-1943
umn.31951p011241448,1969,SE,serial,Hunting guide.,1969
umn.31951p011241634,1970,SE,serial,Hunting guide.,1970
umn.31951p01124142c,1971,SE,serial,Hunting guide.,1971
umn.31951d02372937f,1972,SE,serial,Hunting guide.,1972
umn.31951p01124143a,1973,SE,serial,Hunting guide.,1973
umn.31951p011241618,1974,SE,serial,Hunting guide.,1974
umn.31951p011241391,1975,SE,serial,Hunting guide.,1975
umn.31951p01124140g,1976,SE,serial,Hunting guide.,1976
umn.31951p01124141e,1977,SE,serial,Hunting guide.,1977
umn.31951p011241456,1979,SE,serial,Hunting guide.,1979
uc1.b4166724,1946,SE,serial,"Hunting, fishing and camping / L.L. Bean.",1946
inu.30000048861862,1980,SE,serial,Indiana ... hunting and trapping regulations.,1980
mdp.39015014104536,1931,SE,serial,Journal of the outdoor life.,v.28 1931
uc1.b4332603,1931,SE,serial,Journal of the outdoor life.,v.28 (1931)
chi.77578319,1931,SE,serial,Journal of the outdoor life.,c.1 v.28 1931
mdp.39015014104528,1932,SE,serial,Journal of the outdoor life.,v.29 1932
uc1.b4332604,1932,SE,serial,Journal of the outdoor life.,v.29 (1932)
chi.77578371,1932,SE,serial,Journal of the outdoor life.,c.1 v.29 1932
mdp.39015014104510,1933,SE,serial,Journal of the outdoor life.,v.30 1933
chi.77578439,1933,SE,serial,Journal of the outdoor life.,c.1 v.30 1933
mdp.39015014104502,1934,SE,serial,Journal of the outdoor life.,v.31 1934
chi.77578491,1934,SE,serial,Journal of the outdoor life.,c.1 v.31 1934
mdp.39015014104494,1935,SE,serial,Journal of the outdoor life.,v.32 1935
chi.77578559,1935,SE,serial,Journal of the outdoor life.,c.1 v.32 1935
umn.31951t001962896,1945,SE,serial,Kentucky happy hunting ground.,v.1 (1945)
umn.31951p01054438g,1946,SE,serial,Kentucky happy hunting ground.,v.1 (1945/46)
umn.31951t00196290l,1947,SE,serial,Kentucky happy hunting ground.,v.2 (1947)
umn.31951t00196291j,1948,SE,serial,Kentucky happy hunting ground.,v.4 (1948)
umn.31951t00196292h,1949,SE,serial,Kentucky happy hunting ground.,v.5 (1949)
umn.31951t00196293f,1950,SE,serial,Kentucky happy hunting ground.,v.6 (1950)
umn.31951t00196294d,1951,SE,serial,Kentucky happy hunting ground.,v.7 (1951)
uc1.c2552717,1952,SE,serial,Kentucky happy hunting ground.,v. 5-8 1949-52
umn.31951t001962969,1953,SE,serial,Kentucky happy hunting ground.,v.9 (1953)
umn.31951t001962985,1955,SE,serial,Kentucky happy hunting ground.,v.11 (1955)
umn.31951t001963024,1959,SE,serial,Kentucky happy hunting ground.,v.15 (1959)
umn.31951t001963040,1961,SE,serial,Kentucky happy hunting ground.,v.17 (1961)
umn.31951t00196305y,1962,SE,serial,Kentucky happy hunting ground.,v.18 (1962)
umn.31951t00196308s,1965,SE,serial,Kentucky happy hunting ground.,v.21 (1965)
umn.31951t001963105,1967,SE,serial,Kentucky happy hunting ground.,v.23 (1967)
umn.31951t001963121,1969,SE,serial,Kentucky happy hunting ground.,v.25 (1969)
umn.31951t00196315v,1972,SE,serial,Kentucky happy hunting ground.,v.28 (1972)
umn.31951t00196316t,1973,SE,serial,Kentucky happy hunting ground.,v.29 (1973)
umn.31951t00196317r,1974,SE,serial,Kentucky happy hunting ground.,v.30 (1974)
umn.31951t00196318p,1975,SE,serial,Kentucky happy hunting ground.,v.31 (1975)
umn.31951t00196319n,1976,SE,serial,Kentucky happy hunting ground.,v.32 (1976)
umn.31951t001963202,1977,SE,serial,Kentucky happy hunting ground.,v.33 (1977)
umn.31951t001963210,1978,SE,serial,Kentucky happy hunting ground.,v.34 (1978)
umn.31951t00196322y,1979,SE,serial,Kentucky happy hunting ground.,v.35 (1979)
umn.31951p01054437i,1980,SE,serial,Kentucky happy hunting ground.,v.36:no.1-5 (1980)
uma.ark:/13960/t6tx4n09x,1978,SE,serial,"Manual for the issuance of sporting, hunting, fishing and trapping licenses for the year ..",1978
coo.31924069771727,1932,SE,serial,Modern game breeding and hunting club news.,v.1-2 1931-32
nyp.33433000736250,1932,SE,serial,Modern game breeding and hunting club news.,v. 1-2 (Jul 1931-Dec 1932)
nyp.33433000736268,1934,SE,serial,Modern game breeding and hunting club news.,v. 3-4 (1933-1934)
coo.31924069771735,1935,SE,serial,Modern game breeding and hunting club news.,v.3-5 1933-35
nyp.33433000736276,1936,SE,serial,Modern game breeding and hunting club news.,v. 5-6 (1935-1936)
coo.31924069771743,1938,SE,serial,Modern game breeding and hunting club news.,v.6-8 1936-38
nyp.33433000736284,1938,SE,serial,Modern game breeding and hunting club news.,v. 7-8 (1937-1938)
nyp.33433000736300,1940,SE,serial,Modern game breeding and hunting club news.,v. 9-10 (1939-1940)
coo.31924069771750,1941,SE,serial,Modern game breeding and hunting club news.,v.9-11 1939-41
nyp.33433000736318,1942,SE,serial,Modern game breeding and hunting club news.,v. 11-12 (1941-1942)
coo.31924069771768,1944,SE,serial,Modern game breeding and hunting club news.,v.12-14 1942-44
nyp.33433000736326,1944,SE,serial,Modern game breeding and hunting club news.,v. 13-14 (1943-1944)
nyp.33433000736334,1946,SE,serial,Modern game breeding and hunting club news.,v. 15-16 (1945-1946)
coo.31924069771776,1947,SE,serial,Modern game breeding and hunting club news.,v.15-17 1945-47
nyp.33433000736342,1948,SE,serial,Modern game breeding and hunting club news.,v. 17-18 (1947-1948)
coo.31924069771784,1950,SE,serial,Modern game breeding and hunting club news.,v.18-20 1948-50
nyp.33433000736359,1950,SE,serial,Modern game breeding and hunting club news.,v. 19-20 (1949-1950)
coo.31924069771792,1952,SE,serial,Modern game breeding and hunting club news.,v.21-22 1951-52
nyp.33433000736367,1952,SE,serial,Modern game breeding and hunting club news.,v. 21-22 (1951-1952)
nyp.33433000736375,1954,SE,serial,Modern game breeding and hunting club news.,v. 23-24 (1953-1954)
coo.31924069771800,1956,SE,serial,Modern game breeding and hunting club news.,v.23-26 1953-56
nyp.33433000736383,1956,SE,serial,Modern game breeding and hunting club news.,v. 25-26 (1955-1956)
coo.31924069771818,1958,SE,serial,Modern game breeding and hunting club news.,v.27-28 1957-58
nyp.33433000736391,1958,SE,serial,Modern game breeding and hunting club news.,v. 27-28 (1957-1958)
coo.31924069771826,1960,SE,serial,Modern game breeding and hunting club news.,v.29-30 1959-60
nyp.33433000736409,1960,SE,serial,Modern game breeding and hunting club news.,v. 29-30 (1959-1960)
coo.31924069771834,1962,SE,serial,Modern game breeding and hunting club news.,v.31-32 1961-62
nyp.33433000736417,1962,SE,serial,Modern game breeding and hunting club news.,v. 31-32 (1961-1962)
coo.31924069771198,1963,SE,serial,Modern game breeding and hunting club news.,v.33 1963
nyp.33433000736425,1963,SE,serial,Modern game breeding and hunting club news.,v. 33 (Jan-May 1963)
coo.31924069340077,1931,SE,serial,Outdoor life.,v.68 1931
coo.31924069340135,1933,SE,serial,Outdoor life.,v.72 1933
coo.31924069340069,1933,SE,serial,Outdoor life.,v.71 1933
coo.31924069340119,1934,SE,serial,Outdoor life.,v.74 1934
coo.31924069340127,1934,SE,serial,Outdoor life.,v.73 1934
uc1.c2533063,1939,SE,serial,Outdoor life.,v.83-84 (1939)
uc1.c2533064,1940,SE,serial,Outdoor life.,v.85-86 (1940)
uc1.c2533065,1941,SE,serial,Outdoor life.,v.87-88 (1941)
uc1.c2533066,1942,SE,serial,Outdoor life.,v.89-90 (1942)
uc1.c2533067,1943,SE,serial,Outdoor life.,v.91-92 (1943)
uc1.c2533069,1945,SE,serial,Outdoor life.,v.95-96 (1945)
mdp.39015084410334,1946,SE,serial,Sports afield.,v.115 no.1 1946 Jan
mdp.39015084410490,1946,SE,serial,Sports afield.,v.116 no.4 1946 Oct
mdp.39015084410474,1946,SE,serial,Sports afield.,v.116 no.6 1946 Dec
mdp.39015084410573,1947,SE,serial,Sports afield.,v.117 no.1-2 1947 Jan-Feb
uc1.c2562737,1950,SE,serial,Sports afield.,v. 122-123 1949-50
uc1.c2562738,1951,SE,serial,Sports afield.,v. 124-125 1950-51
uc1.c2562739,1952,SE,serial,Sports afield.,v. 126-127 1951-52
uc1.c2562740,1953,SE,serial,Sports afield.,v. 128-129 1952-53
uc1.c2562724,1954,SE,serial,Sports afield.,v. 130-131 1953-54
uc1.c2562959,1955,SE,serial,Sports afield.,v. 132-133 1954-55
uc1.c2562741,1955,SE,serial,Sports afield.,v. 134 1955
uc1.c2562742,1956,SE,serial,Sports afield.,v. 135 1956
uc1.c2562743,1956,SE,serial,Sports afield.,v. 136 1956
uc1.c2562744,1957,SE,serial,Sports afield.,v. 137 1957
uc1.c2562745,1957,SE,serial,Sports afield.,v. 138 1957
uc1.c2562746,1958,SE,serial,Sports afield.,v. 139 1958
uc1.c2562747,1958,SE,serial,Sports afield.,v. 140 1958
uc1.c2562748,1959,SE,serial,Sports afield.,v. 141 1959
uc1.c2562749,1959,SE,serial,Sports afield.,v. 142 1959
uc1.c2562750,1960,SE,serial,Sports afield.,v. 143 1960
uc1.c2562751,1960,SE,serial,Sports afield.,v. 144 1960
uc1.c2562755,1962,SE,serial,Sports afield.,v. 148 1962
uc1.c2562757,1963,SE,serial,Sports afield.,v. 150 1963
umn.31951d009559796,1980,SE,serial,"Status of wildlife populations, fall ... and ... hunting and trapping harvest statistics.",1980 Fall(1972-1979)
mdp.39015071311172,1974,SE,serial,Suburban Detroit's home hunters guide.,1974
mdp.39015071311164,1976,SE,serial,Suburban Detroit's home hunters guide.,1976
mdp.39015071311156,1977,SE,serial,Suburban Detroit's home hunters guide.,1977
nyp.33433009348966,1949,SE,serial,The Gun digest.,ed. 4 (1949)
nyp.33433009348974,1952,SE,serial,The Gun digest.,ed. 6 (1952)
uc1.l0068694819,1955,SE,serial,The Gun digest.,v.09 yr.1955
nyp.33433009348982,1956,SE,serial,The Gun digest.,ed. 8-10 (1954-1956)
nyp.33433009348990,1959,SE,serial,The Gun digest.,ed. 12-13 (1958-1959)
nyp.33433000725915,1932,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 82 Nov. 1931-Apr. 1932
nyp.33433000725949,1932,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 85 May-Oct. 1932
nyp.33433000725923,1932,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 83 May-Oct. 1932
nyp.33433000725931,1933,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...","v. 84 Nov. 5, 1932-Apr. 22, 1933"
nyp.33433000725956,1934,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 86 Nov. 1933-Apr. 1934
nyp.33433000725964,1934,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 87 May-Oct. 1934
nyp.33433000725972,1935,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 88 Nov. 1934-Apr. 1935
nyp.33433000725980,1936,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 89-90 May 1935-May 1936
nyp.33433000725998,1937,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 91 June 1936-Apr. 1937
nyp.33433000726004,1938,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 92 May 1937-Apr. 1938
nyp.33433000726012,1939,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 93 May 1938-May 1939
nyp.33433000726103,1950,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 101-102 Apr. 1948-Feb. 1950
nyp.33433000726111,1951,SE,serial,"The Rider & Driver. An illustrated weekly devoted to horse shows, coaching, hunting ... and all forms of amateur horse manship ...",v. 103 Mar. 1950-Oct. 1951
