htid,year,stratum,title,reason
mdp.39015003820480,1970,book,Statistics with applications to the biological and health sciences / [by] Richard D. Remington [and] M. Anthony Schork.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015009862874,1970,book,Statistics with applications to the biological and health sciences / [by] Richard D. Remington [and] M. Anthony Schork.,book: brand name with no gun context (poet/painter/place/horse)
uiug.30112110271373,1962,book,"Stories from Italy, by Edward W. Dolch and Marguerite P. Dolch. Illustrated by Colleen Browning.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b4433095,1965,book,Strange marriage. [By] James Colton [pseud.],book: no firearm word or gun-context brand in title
mdp.39015054504736,1979,book,"Studies in Victorian verse drama : an appraisal of the poetic plays of Browning, Tennyson and other Victorians / by Virendra Sharma.",book: brand name with no gun context (poet/painter/place/horse)
inu.32000003477389,1972,book,Studies in the poetry of Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
wu.89011024270,1976,book,Studies on the excitable membrane of Paramecium aurelia / by Jeffrey Lee Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.$c124290,1937,book,"Study of the transportation of cement in sacks between Colton, Crestmore, Victorville, Oro Grande, Monolith, Los Angeles and Wingfoot, to points in southern California. Case no. 3981, case no. 4071, application no. 21172.",book: no firearm word or gun-context brand in title
mdp.39015004397637,1978,book,Survey of medical technology / Roger W. Coltey.,book: no firearm word or gun-context brand in title
mdp.39015004432558,1963,book,Tables for statisticians / [by] Herbert Arkin and Raymond R. Colton.,book: no firearm word or gun-context brand in title
uc1.$b85183,1966,book,Talleyrand's last duchess. Trans. from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
mdp.39015026132202,1966,book,Talleyrand's last duchess. Trans. from the French by Derek Coltman.,book: no firearm word or gun-context brand in title
mdp.39015031804373,1971,book,Teaching inefficient learners / by Wineva Montooth Grzynkowicz. With a contribution by Frances Marling.,book: no firearm word or gun-context brand in title
uc1.b4384405,1973,book,"Teilhard de Chardin: in quest of the perfection of man. An international symposium, edited and compiled by Geraldine O. Browning, Joseph L. Alioto [and] Seymour M. Farber.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015001550600,1973,book,"Teilhard de Chardin: in quest of the perfection of man. An international symposium, edited and compiled by Geraldine O. Browning, Joseph L. Alioto [and] Seymour M. Farber.",book: brand name with no gun context (poet/painter/place/horse)
coo.31924070371301,1949,book,"Testimony of Crawford H. Greenewalt, President E. I. du Pont de Nemours and Co. : before the Special Subcommittee on Study of Monopoly Power, Committee on the Judiciary, House of Representatives, U. S., November 15, 1949, Washington, D.C.",book: no firearm word or gun-context brand in title
mdp.39015006437217,1979,book,"Textbook of oral and maxilliofacial surgery / edited by Gustav O. Kruger ; art editor, B. John Melloni.",book: no firearm word or gun-context brand in title
mdp.39015007421582,1974,book,Textbook of oral surgery / Edited by Gustav O. Kruger. Art editor: B. John Melloni.,book: no firearm word or gun-context brand in title
mdp.39015000270887,1974,book,Textbook of oral surgery / Edited by Gustav O. Kruger. Art editor: B. John Melloni.,book: no firearm word or gun-context brand in title
uc1.31822011682820,1976,book,The 2nd bronze world of Frederic Remington / by Bruce Wear,book: brand name with no gun context (poet/painter/place/horse)
wu.89041978263,1950,book,"The Antiques book; outstanding, authoritative articles on ceramics, furniture, glass, silver, pewter, architecture, prints and other collecting interests. Edited by Alice Winchester and the staff of the magazine Antiques.",book: brand name with no gun context (poet/painter/place/horse)
inu.39000005819680,1950,book,"The Antiques book; outstanding, authoritative articles on ceramics, furniture, glass, silver, pewter, architecture, prints and other collecting interests. Edited by Alice Winchester and the staff of the magazine Antiques.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015006787058,1973,book,"The Antiques guide to decorative arts in America, 1600-1875 / With an introd. by Alice Winchester. Illustrated with 192 drawings by Pauline W. Inman and 434 photos.",book: brand name with no gun context (poet/painter/place/horse)
inu.30000001673635,1959,book,"The Antiques treasury of furniture and other decorative arts at Winterthur, Williamsburg, Sturbridge, Ford Museum, Cooperstown, Deerfield [and] Shelburne / Edited by Alice Winchester and the staff of Antiques magazine.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015014256955,1959,book,"The Antiques treasury of furniture and other decorative arts at Winterthur, Williamsburg, Sturbridge, Ford Museum, Cooperstown, Deerfield [and] Shelburne. / edited by Alice Winchester and the staff of Antiques magazine.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015014090842,1959,book,"The Antiques treasury of furniture and other decorative arts at Winterthur, Williamsburg, Sturbridge, Ford Museum, Cooperstown, Deerfield [and] Shelburne. / edited by Alice Winchester and the staff of Antiques magazine.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015025117543,1979,book,"The Armstrong Browning Library, Baylor University, Waco Texas.",book: brand name with no gun context (poet/painter/place/horse)
uc1.$b440969,1965,book,The Browning critics [by] Boyd Litzinger and K.L. Knickerbocker.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015046414713,1965,book,The Browning critics [by] Boyd Litzinger and K.L. Knickerbocker.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015066052773,1965,book,The Browning critics [by] Boyd Litzinger and K.L. Knickerbocker.,book: brand name with no gun context (poet/painter/place/horse)
umn.31951002399074k,1932,book,The Brownings ; a Victorian idyll.,book: no firearm word or gun-context brand in title
mdp.39015013311926,1978,book,The Brownings' correspondence : a checklist / compiled by Philip Kelley and Ronald Hudson.,book: no firearm word or gun-context brand in title
uc1.b3484142,1978,book,The Brownings' correspondence : a checklist / compiled by Philip Kelley and Ronald Hudson.,book: no firearm word or gun-context brand in title
mdp.39015001449985,1970,book,"The Brownings, letters and poetry / Selected and with an introd. by Christopher Ricks. Illus. by Barnett I. Plotkin.",book: no firearm word or gun-context brand in title
uc1.b4239608,1969,book,"The Buffalo Soldiers in the Indian Wars, by Fairfax Downey. Illustrated with old Remington prints and line drawings by Harold James.",book: brand name with no gun context (poet/painter/place/horse)
uva.x000217782,1980,book,The Byzantine Empire / Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
pst.000027492406,1980,book,The Byzantine Empire / Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015020751866,1980,book,The Byzantine Empire / Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc2.ark:/13960/t4pk07f34,1966,book,"The Colt Press : Jane Bissell Grabhorn ; tape-recorded interview conducted by Ruth Teiser in December, 1965. Regional Oral History Office, the Bancroft Library, University of California, Berkeley, Calif., 1966 : and related material,",book: brand name with no gun context (poet/painter/place/horse)
txu.059173026952130,1977,book,"The Colthurst journal : journal of a special magistrate in the islands of Barbados and St. Vincent, July 1835-September 1838 / edited by Woodville K. Marshall.",book: no firearm word or gun-context brand in title
uiug.30112002411368,1972,book,The Corps of Engineers : construction in the United States / by Lenore Fine and Jesse A. Remington.,book: brand name with no gun context (poet/painter/place/horse)
osu.32435016730582,1972,book,The Corps of Engineers : construction in the United States / by Lenore Fine and Jesse A. Remington.,book: brand name with no gun context (poet/painter/place/horse)
wu.89062874714,1979,book,The Cross connections : about the families of Cross-Cannon-Givens-Hope-Marlett-McGuire-Stout with marriages to the Baileys-Cecil-Dunn-Humphries-Brooks and Browning families / by Nadeen Cross Marlett.,book: brand name with no gun context (poet/painter/place/horse)
rul.39030019181686,1934,book,The Du Pont Company and munitions.,book: no firearm word or gun-context brand in title
cub.p101241503011,1935,book,The Du Pont dynasty / by John K. Winkler.,book: no firearm word or gun-context brand in title
umn.31951001846637k,1976,book,The Emperor Julian / Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.32106015277020,1976,book,The Emperor Julian / Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015000851678,1973,book,The Expanded role of the nurse / compiled by Mary H. Browning and Edith P. Lewis.,book: brand name with no gun context (poet/painter/place/horse)
inu.32000004797033,1966,book,"The Indians of Colta : essays on the Colta Lake zone, Chimborazo (Ecuador) / editor, Eileen Maynard.",book: no firearm word or gun-context brand in title
mdp.39076000851555,1968,book,"The London stage, 1747-1776 : a critical introduction / George Winchester Stone.",book: brand name with no gun context (poet/painter/place/horse)
uc1.31158001522027,1969,book,"The Magna charta barons and their American descendants, together with the pedigrees of the founders of the Order of Runnemede deduced from the sureties for the enforcement of the statutes of the Magna charta of King John, by Charles H. Browning.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b4446468,1968,book,The Marlin compound; letters of a singular family.,book: brand name with no gun context (poet/painter/place/horse)
wu.89062852512,1968,book,The Marlin compound; letters of a singular family.,book: brand name with no gun context (poet/painter/place/horse)
pst.000019975153,1980,book,"The Official Sotheby Parke Bernet price guide to antiques and decorative arts / edited by Charles C. Colt, Jr.",book: brand name with no gun context (poet/painter/place/horse)
uiug.30112101467543,1977,book,The Oregon sunbook / written for the Oregon Department of Energy by Hal Brown ; illustrated by Jerry Kruger.,book: no firearm word or gun-context brand in title
